score,ok,max_att,threshold,lookahead,release,knee,bias,noise,signal,ssnr
2.675377322737379,False,24.0,6.0,2,80.0,6.0,1.0,-2.1646377293743124,-0.5405630264073775,8.780525896319174
2.671288158808377,False,12.0,12.0,2,80.0,12.0,1.5,-6.118840285918509,-1.6171465569446148,8.416255331888431
2.664951572854967,False,30.0,3.0,4,40.0,6.0,1.2,-0.5030932926707027,-0.16722365348612248,9.04607618034789
2.6629028630814977,False,24.0,3.0,4,20.0,12.0,1.5,-1.724228947524055,-0.4831356095660535,8.908351932154376
2.662871150915098,False,30.0,3.0,0,20.0,6.0,1.0,-0.38388120195837794,-0.20424415100804547,9.160172761017003
2.659111093644479,False,12.0,12.0,4,20.0,12.0,1.0,-4.28338092842527,-1.020190537907334,8.43246244949718
2.6555729060840934,False,18.0,6.0,0,40.0,12.0,1.0,-1.5515171136648067,-0.596737019508157,9.161444985498454
2.652754071666988,False,24.0,6.0,0,80.0,12.0,1.0,-1.738488495204436,-0.6024805846831541,9.075165225282582
2.63741287673705,False,12.0,6.0,2,20.0,6.0,1.0,-1.386200800778299,-0.47541913244498596,9.053046296673429
2.6368985155096314,False,24.0,3.0,2,40.0,12.0,1.5,-1.8643834444465526,-0.5639840600654664,8.946545185656314
2.631263201538287,False,18.0,12.0,4,40.0,6.0,1.2,-11.695362961912812,-1.7976352571918737,5.878714565627123
2.629392152665532,False,24.0,3.0,4,20.0,6.0,1.2,-0.4714797835845739,-0.17277233140976242,9.052426241681697
2.62791115950434,False,18.0,3.0,2,20.0,6.0,1.2,-0.5417533057572758,-0.23024033458679108,9.102750988780294
2.62686300691721,False,24.0,6.0,4,40.0,12.0,1.5,-5.120092772704323,-0.9981280348629243,7.964888729427405
2.621384819818359,False,12.0,6.0,2,20.0,12.0,1.5,-2.8765327356482095,-0.8702719536064639,8.892145532521345
2.6201149431003765,False,30.0,6.0,4,40.0,12.0,1.2,-3.459665349044672,-0.7453209694880879,8.412517811286559
2.6149660653229683,False,12.0,9.0,2,40.0,12.0,1.5,-4.671790936770644,-1.1621294518964707,8.429093302147443
2.60675238134557,False,12.0,6.0,2,40.0,6.0,1.2,-2.7603211644479924,-0.7621946434389198,8.780819133633743
2.6032172466328625,False,12.0,6.0,4,20.0,6.0,1.2,-2.6352909655089154,-0.6812124590290304,8.720093389132094
2.6020438863254807,False,12.0,6.0,0,20.0,12.0,1.2,-2.1810157078136694,-0.8213877433389053,9.156907264290838
2.59222986311869,False,24.0,6.0,4,40.0,6.0,1.5,-8.531899282016218,-1.2927514850461568,6.683604078147046
2.5908645237500214,False,12.0,6.0,0,80.0,6.0,1.2,-3.1031563879195736,-0.9145773593083346,8.8300316669043
